"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS3D01G139000","0","grey"
"TraesCS3D01G139100","0","grey"
"TraesCS3D01G139200","0","grey"
"TraesCS3D01G139300","12","tan"
"TraesCS3D01G139400","0","grey"
"TraesCS3D01G139500","0","grey"
"TraesCS3D01G139600","1","turquoise"
"TraesCS3D01G139800","0","grey"
"TraesCS3D01G139900","0","grey"
"TraesCS3D01G140000","0","grey"
"TraesCS3D01G140100","24","darkgrey"
"TraesCS3D01G140200","8","pink"
"TraesCS3D01G140300","2","blue"
"TraesCS3D01G140400","0","grey"
"TraesCS3D01G140600","2","blue"
"TraesCS3D01G140700","4","yellow"
"TraesCS3D01G140800","6","red"
"TraesCS3D01G140900","1","turquoise"
"TraesCS3D01G141000","2","blue"
"TraesCS3D01G141100","3","brown"
"TraesCS3D01G141200","9","magenta"
"TraesCS3D01G141300","6","red"
"TraesCS3D01G141400","2","blue"
"TraesCS3D01G141500","0","grey"
"TraesCS3D01G141700","0","grey"
"TraesCS3D01G141900","3","brown"
"TraesCS3D01G142000","1","turquoise"
"TraesCS3D01G142100","1","turquoise"
"TraesCS3D01G142200","1","turquoise"
"TraesCS3D01G142300","1","turquoise"
"TraesCS3D01G142400","0","grey"
"TraesCS3D01G142500","5","green"
"TraesCS3D01G142600","2","blue"
"TraesCS3D01G142700","24","darkgrey"
"TraesCS3D01G143100","0","grey"
"TraesCS3D01G143200","0","grey"
"TraesCS3D01G143300","8","pink"
"TraesCS3D01G143500","17","grey60"
"TraesCS3D01G143600","8","pink"
"TraesCS3D01G143700","0","grey"
"TraesCS3D01G143900","2","blue"
"TraesCS3D01G144000","0","grey"
"TraesCS3D01G144100","1","turquoise"
"TraesCS3D01G144200","14","cyan"
"TraesCS3D01G144300","2","blue"
"TraesCS3D01G144400","5","green"
"TraesCS3D01G144500","8","pink"
"TraesCS3D01G144600","4","yellow"
"TraesCS3D01G144700","3","brown"
"TraesCS3D01G144800","25","orange"
"TraesCS3D01G144900","1","turquoise"
"TraesCS3D01G145000","0","grey"
"TraesCS3D01G145100","2","blue"
"TraesCS3D01G145200","1","turquoise"
"TraesCS3D01G145300","0","grey"
"TraesCS3D01G145400","4","yellow"
"TraesCS3D01G145500","0","grey"
"TraesCS3D01G145600","2","blue"
"TraesCS3D01G145700","0","grey"
"TraesCS3D01G145800","23","darkturquoise"
"TraesCS3D01G145900","3","brown"
"TraesCS3D01G146000","3","brown"
"TraesCS3D01G146100","0","grey"
"TraesCS3D01G146200","3","brown"
"TraesCS3D01G146300","0","grey"
"TraesCS3D01G146400","12","tan"
"TraesCS3D01G146500","5","green"
"TraesCS3D01G146600","0","grey"
"TraesCS3D01G146700","0","grey"
"TraesCS3D01G146800","4","yellow"
"TraesCS3D01G146900","2","blue"
"TraesCS3D01G147100","3","brown"
"TraesCS3D01G147200","3","brown"
"TraesCS3D01G147300","10","purple"
"TraesCS3D01G147600","0","grey"
"TraesCS3D01G147700","0","grey"
"TraesCS3D01G147800","0","grey"
"TraesCS3D01G147900","0","grey"
"TraesCS3D01G148000","1","turquoise"
"TraesCS3D01G148100","13","salmon"
"TraesCS3D01G148200","2","blue"
"TraesCS3D01G148300","3","brown"
"TraesCS3D01G148400","4","yellow"
"TraesCS3D01G148500","9","magenta"
"TraesCS3D01G148600","1","turquoise"
"TraesCS3D01G148700","9","magenta"
"TraesCS3D01G148800","0","grey"
"TraesCS3D01G148900","0","grey"
"TraesCS3D01G149000","1","turquoise"
"TraesCS3D01G149100","0","grey"
"TraesCS3D01G149200","2","blue"
"TraesCS3D01G149300","1","turquoise"
"TraesCS3D01G149400","0","grey"
"TraesCS3D01G149500","5","green"
"TraesCS3D01G149600","0","grey"
"TraesCS3D01G149800","11","greenyellow"
"TraesCS3D01G149900","8","pink"
"TraesCS3D01G150000","7","black"
"TraesCS3D01G150100","0","grey"
"TraesCS3D01G150200","2","blue"
"TraesCS3D01G150300","2","blue"
"TraesCS3D01G150400","0","grey"
"TraesCS3D01G150500","1","turquoise"
"TraesCS3D01G150600","11","greenyellow"
"TraesCS3D01G150700","0","grey"
"TraesCS3D01G150800","7","black"
"TraesCS3D01G150900","4","yellow"
"TraesCS3D01G151000","0","grey"
"TraesCS3D01G151100","2","blue"
"TraesCS3D01G151300","4","yellow"
"TraesCS3D01G151400","0","grey"
"TraesCS3D01G151500","0","grey"
"TraesCS3D01G151600","0","grey"
"TraesCS3D01G152000","8","pink"
"TraesCS3D01G152100","0","grey"
"TraesCS3D01G152300","7","black"
"TraesCS3D01G152400","14","cyan"
"TraesCS3D01G152500","2","blue"
"TraesCS3D01G152600","5","green"
"TraesCS3D01G152700","1","turquoise"
"TraesCS3D01G152800","0","grey"
"TraesCS3D01G152900","0","grey"
"TraesCS3D01G153100","0","grey"
"TraesCS3D01G153200","0","grey"
"TraesCS3D01G153400","0","grey"
"TraesCS3D01G153500","1","turquoise"
"TraesCS3D01G153600","6","red"
"TraesCS3D01G153700","0","grey"
"TraesCS3D01G154000","0","grey"
"TraesCS3D01G154100","0","grey"
"TraesCS3D01G154300","0","grey"
"TraesCS3D01G154400","13","salmon"
"TraesCS3D01G154500","19","lightyellow"
"TraesCS3D01G154600","4","yellow"
"TraesCS3D01G154700","2","blue"
"TraesCS3D01G154800","2","blue"
"TraesCS3D01G154900","0","grey"
"TraesCS3D01G155000","22","darkgreen"
"TraesCS3D01G155100","8","pink"
"TraesCS3D01G155200","1","turquoise"
"TraesCS3D01G155300","1","turquoise"
"TraesCS3D01G155400","2","blue"
"TraesCS3D01G155500","2","blue"
"TraesCS3D01G155600","22","darkgreen"
"TraesCS3D01G155700","5","green"
"TraesCS3D01G155800","1","turquoise"
"TraesCS3D01G156100","2","blue"
"TraesCS3D01G156200","7","black"
"TraesCS3D01G156300","7","black"
"TraesCS3D01G156400","0","grey"
"TraesCS3D01G156500","1","turquoise"
"TraesCS3D01G156700","5","green"
"TraesCS3D01G156800","0","grey"
"TraesCS3D01G156900","0","grey"
"TraesCS3D01G157000","27","white"
"TraesCS3D01G157100","2","blue"
"TraesCS3D01G157200","0","grey"
"TraesCS3D01G157300","33","darkolivegreen"
"TraesCS3D01G157400","0","grey"
"TraesCS3D01G157500","13","salmon"
"TraesCS3D01G157600","0","grey"
"TraesCS3D01G157700","1","turquoise"
"TraesCS3D01G157800","0","grey"
"TraesCS3D01G158000","4","yellow"
"TraesCS3D01G158100","5","green"
"TraesCS3D01G158200","0","grey"
"TraesCS3D01G158300","5","green"
"TraesCS3D01G158400","1","turquoise"
"TraesCS3D01G158500","4","yellow"
"TraesCS3D01G158600","3","brown"
"TraesCS3D01G158700","2","blue"
"TraesCS3D01G158800","4","yellow"
"TraesCS3D01G158900","0","grey"
"TraesCS3D01G159000","5","green"
"TraesCS3D01G159100","2","blue"
"TraesCS3D01G159200","0","grey"
"TraesCS3D01G159300","4","yellow"
"TraesCS3D01G159400","6","red"
"TraesCS3D01G159500","0","grey"
"TraesCS3D01G159600","0","grey"
"TraesCS3D01G159700","2","blue"
"TraesCS3D01G159800","1","turquoise"
"TraesCS3D01G159900","6","red"
"TraesCS3D01G160000","11","greenyellow"
"TraesCS3D01G160100","0","grey"
"TraesCS3D01G160200","1","turquoise"
"TraesCS3D01G160300","0","grey"
"TraesCS3D01G160400","1","turquoise"
"TraesCS3D01G160500","3","brown"
"TraesCS3D01G160600","5","green"
"TraesCS3D01G160700","17","grey60"
"TraesCS3D01G160800","1","turquoise"
"TraesCS3D01G160900","5","green"
"TraesCS3D01G161000","0","grey"
"TraesCS3D01G161100","4","yellow"
"TraesCS3D01G161200","15","midnightblue"
"TraesCS3D01G161300","6","red"
"TraesCS3D01G161400","0","grey"
"TraesCS3D01G161500","0","grey"
"TraesCS3D01G161800","8","pink"
"TraesCS3D01G161900","2","blue"
"TraesCS3D01G162100","3","brown"
"TraesCS3D01G162200","3","brown"
"TraesCS3D01G162400","0","grey"
"TraesCS3D01G162500","22","darkgreen"
"TraesCS3D01G162600","1","turquoise"
"TraesCS3D01G162700","9","magenta"
"TraesCS3D01G162800","0","grey"
"TraesCS3D01G162900","0","grey"
"TraesCS3D01G163000","0","grey"
"TraesCS3D01G163100","0","grey"
"TraesCS3D01G163400","8","pink"
"TraesCS3D01G163600","15","midnightblue"
"TraesCS3D01G163700","0","grey"
"TraesCS3D01G163800","2","blue"
"TraesCS3D01G163900","13","salmon"
"TraesCS3D01G164000","0","grey"
"TraesCS3D01G164100","0","grey"
"TraesCS3D01G164200","8","pink"
"TraesCS3D01G164300","0","grey"
"TraesCS3D01G164400","4","yellow"
"TraesCS3D01G164500","1","turquoise"
"TraesCS3D01G164600","2","blue"
"TraesCS3D01G164700","0","grey"
"TraesCS3D01G164800","11","greenyellow"
"TraesCS3D01G164900","8","pink"
"TraesCS3D01G165000","0","grey"
"TraesCS3D01G165100","0","grey"
"TraesCS3D01G165300","4","yellow"
"TraesCS3D01G165400","14","cyan"
"TraesCS3D01G165500","4","yellow"
"TraesCS3D01G165600","0","grey"
"TraesCS3D01G165700","0","grey"
"TraesCS3D01G165800","5","green"
"TraesCS3D01G165900","0","grey"
"TraesCS3D01G166000","0","grey"
"TraesCS3D01G166100","5","green"
"TraesCS3D01G166200","4","yellow"
"TraesCS3D01G166300","0","grey"
"TraesCS3D01G166400","19","lightyellow"
"TraesCS3D01G166500","1","turquoise"
"TraesCS3D01G166600","14","cyan"
"TraesCS3D01G166700","4","yellow"
"TraesCS3D01G166800","4","yellow"
"TraesCS3D01G166900","1","turquoise"
"TraesCS3D01G167000","2","blue"
"TraesCS3D01G167100","1","turquoise"
"TraesCS3D01G167200","0","grey"
"TraesCS3D01G167300","0","grey"
"TraesCS3D01G167400","0","grey"
"TraesCS3D01G167500","2","blue"
"TraesCS3D01G167600","0","grey"
"TraesCS3D01G167700","4","yellow"
"TraesCS3D01G167800","14","cyan"
"TraesCS3D01G167900","0","grey"
"TraesCS3D01G168000","2","blue"
"TraesCS3D01G168100","6","red"
"TraesCS3D01G168200","1","turquoise"
"TraesCS3D01G168300","0","grey"
"TraesCS3D01G168400","0","grey"
"TraesCS3D01G168500","0","grey"
"TraesCS3D01G168600","5","green"
"TraesCS3D01G168700","7","black"
"TraesCS3D01G168800","15","midnightblue"
"TraesCS3D01G169000","7","black"
"TraesCS3D01G169100","8","pink"
"TraesCS3D01G169200","4","yellow"
"TraesCS3D01G169400","3","brown"
"TraesCS3D01G169500","0","grey"
"TraesCS3D01G169600","19","lightyellow"
"TraesCS3D01G169700","2","blue"
"TraesCS3D01G169800","0","grey"
"TraesCS3D01G169900","1","turquoise"
"TraesCS3D01G170100","0","grey"
"TraesCS3D01G170200","15","midnightblue"
"TraesCS3D01G170300","3","brown"
"TraesCS3D01G170400","0","grey"
"TraesCS3D01G170500","19","lightyellow"
"TraesCS3D01G170600","2","blue"
"TraesCS3D01G170700","0","grey"
"TraesCS3D01G170800","1","turquoise"
"TraesCS3D01G170900","0","grey"
"TraesCS3D01G171000","11","greenyellow"
"TraesCS3D01G171100","0","grey"
"TraesCS3D01G171200","1","turquoise"
"TraesCS3D01G171300","0","grey"
"TraesCS3D01G171400","14","cyan"
"TraesCS3D01G171500","0","grey"
"TraesCS3D01G171600","1","turquoise"
"TraesCS3D01G171700","0","grey"
"TraesCS3D01G171800","0","grey"
"TraesCS3D01G171900","17","grey60"
"TraesCS3D01G172000","2","blue"
"TraesCS3D01G172100","3","brown"
"TraesCS3D01G172200","10","purple"
"TraesCS3D01G172300","0","grey"
"TraesCS3D01G172400","0","grey"
"TraesCS3D01G172600","4","yellow"
"TraesCS3D01G172700","2","blue"
"TraesCS3D01G172800","0","grey"
"TraesCS3D01G172900","7","black"
"TraesCS3D01G173000","0","grey"
"TraesCS3D01G173100","26","darkorange"
"TraesCS3D01G173200","7","black"
"TraesCS3D01G173300","3","brown"
"TraesCS3D01G173400","0","grey"
"TraesCS3D01G173500","4","yellow"
"TraesCS3D01G173600","0","grey"
"TraesCS3D01G173800","2","blue"
"TraesCS3D01G174300","2","blue"
"TraesCS3D01G174500","0","grey"
"TraesCS3D01G174800","0","grey"
"TraesCS3D01G174900","18","lightgreen"
"TraesCS3D01G175000","0","grey"
"TraesCS3D01G175100","3","brown"
"TraesCS3D01G175200","0","grey"
"TraesCS3D01G175300","10","purple"
"TraesCS3D01G175500","1","turquoise"
"TraesCS3D01G175600","10","purple"
"TraesCS3D01G175800","0","grey"
"TraesCS3D01G175900","1","turquoise"
"TraesCS3D01G176000","0","grey"
"TraesCS3D01G176100","9","magenta"
"TraesCS3D01G176200","0","grey"
"TraesCS3D01G176300","0","grey"
"TraesCS3D01G176400","20","royalblue"
"TraesCS3D01G176500","0","grey"
"TraesCS3D01G176600","5","green"
"TraesCS3D01G176700","7","black"
"TraesCS3D01G176800","6","red"
"TraesCS3D01G176900","0","grey"
"TraesCS3D01G177100","2","blue"
"TraesCS3D01G177200","0","grey"
"TraesCS3D01G177300","0","grey"
"TraesCS3D01G177400","0","grey"
"TraesCS3D01G177500","0","grey"
"TraesCS3D01G177600","0","grey"
"TraesCS3D01G177700","1","turquoise"
"TraesCS3D01G177800","0","grey"
"TraesCS3D01G177900","4","yellow"
"TraesCS3D01G178000","1","turquoise"
"TraesCS3D01G178100","4","yellow"
"TraesCS3D01G178200","0","grey"
"TraesCS3D01G178300","4","yellow"
"TraesCS3D01G178400","0","grey"
"TraesCS3D01G178500","19","lightyellow"
"TraesCS3D01G178600","18","lightgreen"
"TraesCS3D01G178700","4","yellow"
"TraesCS3D01G178800","15","midnightblue"
"TraesCS3D01G178900","2","blue"
"TraesCS3D01G179000","0","grey"
"TraesCS3D01G179100","0","grey"
"TraesCS3D01G179200","24","darkgrey"
"TraesCS3D01G179300","0","grey"
"TraesCS3D01G179400","8","pink"
"TraesCS3D01G179500","8","pink"
"TraesCS3D01G179700","1","turquoise"
"TraesCS3D01G179800","0","grey"
"TraesCS3D01G179900","0","grey"
"TraesCS3D01G180000","0","grey"
"TraesCS3D01G180100","0","grey"
"TraesCS3D01G180200","18","lightgreen"
"TraesCS3D01G180300","2","blue"
"TraesCS3D01G180400","2","blue"
"TraesCS3D01G180500","0","grey"
"TraesCS3D01G180600","1","turquoise"
"TraesCS3D01G180700","2","blue"
"TraesCS3D01G180800","3","brown"
"TraesCS3D01G180900","3","brown"
"TraesCS3D01G181000","6","red"
"TraesCS3D01G181100","4","yellow"
"TraesCS3D01G181200","15","midnightblue"
"TraesCS3D01G181300","0","grey"
"TraesCS3D01G181400","5","green"
"TraesCS3D01G181500","1","turquoise"
"TraesCS3D01G181600","0","grey"
"TraesCS3D01G181700","9","magenta"
"TraesCS3D01G181800","3","brown"
"TraesCS3D01G181900","4","yellow"
"TraesCS3D01G182000","0","grey"
"TraesCS3D01G182100","7","black"
"TraesCS3D01G182200","0","grey"
"TraesCS3D01G182300","1","turquoise"
"TraesCS3D01G182400","2","blue"
"TraesCS3D01G182500","1","turquoise"
"TraesCS3D01G182600","0","grey"
"TraesCS3D01G182700","0","grey"
"TraesCS3D01G182900","6","red"
"TraesCS3D01G183000","0","grey"
"TraesCS3D01G183100","7","black"
"TraesCS3D01G183200","0","grey"
"TraesCS3D01G183300","6","red"
"TraesCS3D01G183400","2","blue"
"TraesCS3D01G183500","18","lightgreen"
"TraesCS3D01G183600","4","yellow"
"TraesCS3D01G183700","0","grey"
"TraesCS3D01G183800","0","grey"
"TraesCS3D01G183900","3","brown"
"TraesCS3D01G184000","0","grey"
"TraesCS3D01G184100","1","turquoise"
"TraesCS3D01G184200","0","grey"
"TraesCS3D01G184300","9","magenta"
"TraesCS3D01G184400","2","blue"
"TraesCS3D01G184500","4","yellow"
"TraesCS3D01G184600","2","blue"
"TraesCS3D01G184700","0","grey"
"TraesCS3D01G184800","0","grey"
"TraesCS3D01G184900","2","blue"
"TraesCS3D01G185000","0","grey"
"TraesCS3D01G185100","2","blue"
"TraesCS3D01G185200","18","lightgreen"
"TraesCS3D01G185300","0","grey"
"TraesCS3D01G185400","4","yellow"
"TraesCS3D01G185500","1","turquoise"
"TraesCS3D01G185600","4","yellow"
"TraesCS3D01G185700","8","pink"
"TraesCS3D01G185800","1","turquoise"
"TraesCS3D01G185900","22","darkgreen"
"TraesCS3D01G186000","0","grey"
"TraesCS3D01G186100","4","yellow"
"TraesCS3D01G186200","9","magenta"
"TraesCS3D01G186300","4","yellow"
"TraesCS3D01G186400","0","grey"
"TraesCS3D01G186500","5","green"
"TraesCS3D01G186600","2","blue"
"TraesCS3D01G186700","4","yellow"
"TraesCS3D01G186800","9","magenta"
"TraesCS3D01G186900","33","darkolivegreen"
"TraesCS3D01G187000","0","grey"
"TraesCS3D01G187100","2","blue"
"TraesCS3D01G187200","1","turquoise"
"TraesCS3D01G187300","4","yellow"
"TraesCS3D01G187400","3","brown"
"TraesCS3D01G187500","0","grey"
"TraesCS3D01G187600","5","green"
"TraesCS3D01G187700","0","grey"
"TraesCS3D01G187800","1","turquoise"
"TraesCS3D01G187900","6","red"
"TraesCS3D01G188000","3","brown"
"TraesCS3D01G188100","22","darkgreen"
"TraesCS3D01G188200","5","green"
"TraesCS3D01G188300","20","royalblue"
"TraesCS3D01G188400","0","grey"
"TraesCS3D01G188500","21","darkred"
"TraesCS3D01G188600","2","blue"
"TraesCS3D01G188700","1","turquoise"
"TraesCS3D01G188800","6","red"
"TraesCS3D01G188900","1","turquoise"
"TraesCS3D01G189000","0","grey"
"TraesCS3D01G189200","0","grey"
"TraesCS3D01G189300","20","royalblue"
"TraesCS3D01G189400","0","grey"
"TraesCS3D01G189500","0","grey"
"TraesCS3D01G189600","0","grey"
"TraesCS3D01G189700","2","blue"
"TraesCS3D01G189800","0","grey"
"TraesCS3D01G189900","7","black"
"TraesCS3D01G190000","0","grey"
"TraesCS3D01G190100","3","brown"
"TraesCS3D01G190200","13","salmon"
"TraesCS3D01G190300","0","grey"
"TraesCS3D01G190400","2","blue"
"TraesCS3D01G190500","6","red"
"TraesCS3D01G190600","1","turquoise"
"TraesCS3D01G190700","0","grey"
"TraesCS3D01G190800","3","brown"
"TraesCS3D01G190900","6","red"
"TraesCS3D01G191000","4","yellow"
"TraesCS3D01G191100","5","green"
"TraesCS3D01G191200","0","grey"
"TraesCS3D01G191300","0","grey"
"TraesCS3D01G191400","2","blue"
"TraesCS3D01G191500","13","salmon"
"TraesCS3D01G191600","4","yellow"
"TraesCS3D01G191700","1","turquoise"
"TraesCS3D01G191800","6","red"
"TraesCS3D01G192000","4","yellow"
"TraesCS3D01G192100","0","grey"
"TraesCS3D01G192200","15","midnightblue"
"TraesCS3D01G192400","0","grey"
"TraesCS3D01G192500","20","royalblue"
"TraesCS3D01G192600","2","blue"
"TraesCS3D01G192700","0","grey"
"TraesCS3D01G192800","21","darkred"
"TraesCS3D01G192900","4","yellow"
"TraesCS3D01G193000","5","green"
"TraesCS3D01G193100","4","yellow"
"TraesCS3D01G193200","1","turquoise"
"TraesCS3D01G193300","4","yellow"
"TraesCS3D01G193400","1","turquoise"
"TraesCS3D01G193500","2","blue"
"TraesCS3D01G193600","1","turquoise"
"TraesCS3D01G193700","12","tan"
"TraesCS3D01G193800","0","grey"
"TraesCS3D01G193900","2","blue"
"TraesCS3D01G194000","5","green"
"TraesCS3D01G194100","9","magenta"
"TraesCS3D01G194200","0","grey"
"TraesCS3D01G194300","5","green"
"TraesCS3D01G194400","4","yellow"
"TraesCS3D01G194500","2","blue"
"TraesCS3D01G194600","11","greenyellow"
"TraesCS3D01G194700","1","turquoise"
"TraesCS3D01G194800","0","grey"
"TraesCS3D01G194900","8","pink"
"TraesCS3D01G195000","13","salmon"
"TraesCS3D01G195100","1","turquoise"
"TraesCS3D01G195200","2","blue"
"TraesCS3D01G195400","4","yellow"
"TraesCS3D01G195500","4","yellow"
"TraesCS3D01G195600","4","yellow"
"TraesCS3D01G195700","7","black"
"TraesCS3D01G195800","5","green"
"TraesCS3D01G195900","0","grey"
"TraesCS3D01G196000","0","grey"
"TraesCS3D01G196200","2","blue"
"TraesCS3D01G196400","0","grey"
"TraesCS3D01G196500","27","white"
"TraesCS3D01G196600","0","grey"
"TraesCS3D01G196700","5","green"
"TraesCS3D01G196800","2","blue"
"TraesCS3D01G196900","19","lightyellow"
"TraesCS3D01G197000","0","grey"
"TraesCS3D01G197100","0","grey"
"TraesCS3D01G197200","0","grey"
"TraesCS3D01G197400","1","turquoise"
"TraesCS3D01G197500","1","turquoise"
"TraesCS3D01G197600","0","grey"
"TraesCS3D01G197700","7","black"
"TraesCS3D01G197800","0","grey"
"TraesCS3D01G197900","0","grey"
"TraesCS3D01G198000","0","grey"
"TraesCS3D01G198500","2","blue"
"TraesCS3D01G198600","11","greenyellow"
"TraesCS3D01G198700","5","green"
"TraesCS3D01G198900","0","grey"
"TraesCS3D01G199100","0","grey"
"TraesCS3D01G199200","1","turquoise"
"TraesCS3D01G199300","2","blue"
"TraesCS3D01G199400","0","grey"
"TraesCS3D01G199500","2","blue"
"TraesCS3D01G199600","0","grey"
"TraesCS3D01G199700","0","grey"
"TraesCS3D01G199800","16","lightcyan"
"TraesCS3D01G199900","7","black"
"TraesCS3D01G200000","0","grey"
"TraesCS3D01G200200","0","grey"
"TraesCS3D01G200300","4","yellow"
"TraesCS3D01G200400","5","green"
"TraesCS3D01G200500","0","grey"
"TraesCS3D01G200600","7","black"
"TraesCS3D01G200700","0","grey"
"TraesCS3D01G200800","1","turquoise"
"TraesCS3D01G200900","0","grey"
"TraesCS3D01G201000","4","yellow"
"TraesCS3D01G201100","5","green"
"TraesCS3D01G201200","0","grey"
"TraesCS3D01G201300","0","grey"
"TraesCS3D01G201400","0","grey"
"TraesCS3D01G201500","4","yellow"
"TraesCS3D01G201600","14","cyan"
"TraesCS3D01G201800","2","blue"
"TraesCS3D01G201900","3","brown"
"TraesCS3D01G202100","4","yellow"
"TraesCS3D01G202200","2","blue"
"TraesCS3D01G202300","22","darkgreen"
"TraesCS3D01G202400","0","grey"
"TraesCS3D01G202500","0","grey"
"TraesCS3D01G202600","0","grey"
"TraesCS3D01G202700","0","grey"
"TraesCS3D01G202800","2","blue"
"TraesCS3D01G202900","0","grey"
"TraesCS3D01G203000","20","royalblue"
"TraesCS3D01G203100","5","green"
"TraesCS3D01G203200","1","turquoise"
"TraesCS3D01G203300","1","turquoise"
"TraesCS3D01G203400","2","blue"
"TraesCS3D01G203500","0","grey"
"TraesCS3D01G203600","0","grey"
"TraesCS3D01G203700","9","magenta"
"TraesCS3D01G203800","3","brown"
"TraesCS3D01G203900","0","grey"
"TraesCS3D01G204000","0","grey"
"TraesCS3D01G204100","2","blue"
"TraesCS3D01G204400","2","blue"
"TraesCS3D01G204500","2","blue"
"TraesCS3D01G204600","0","grey"
"TraesCS3D01G204700","5","green"
"TraesCS3D01G204800","2","blue"
"TraesCS3D01G205000","5","green"
"TraesCS3D01G205100","2","blue"
"TraesCS3D01G205200","4","yellow"
"TraesCS3D01G205300","0","grey"
"TraesCS3D01G205400","30","steelblue"
"TraesCS3D01G205500","0","grey"
"TraesCS3D01G205600","0","grey"
"TraesCS3D01G205700","0","grey"
"TraesCS3D01G205800","7","black"
"TraesCS3D01G205900","19","lightyellow"
"TraesCS3D01G206000","0","grey"
"TraesCS3D01G206100","4","yellow"
"TraesCS3D01G206200","19","lightyellow"
"TraesCS3D01G206300","1","turquoise"
"TraesCS3D01G206400","1","turquoise"
"TraesCS3D01G206500","0","grey"
"TraesCS3D01G206600","3","brown"
"TraesCS3D01G206700","0","grey"
"TraesCS3D01G206900","5","green"
"TraesCS3D01G207000","20","royalblue"
"TraesCS3D01G207100","0","grey"
"TraesCS3D01G207200","4","yellow"
"TraesCS3D01G207300","0","grey"
"TraesCS3D01G207400","0","grey"
"TraesCS3D01G207500","5","green"
"TraesCS3D01G207600","1","turquoise"
"TraesCS3D01G207700","1","turquoise"
"TraesCS3D01G207800","1","turquoise"
"TraesCS3D01G207900","0","grey"
"TraesCS3D01G208000","0","grey"
"TraesCS3D01G208200","0","grey"
"TraesCS3D01G208300","0","grey"
"TraesCS3D01G208400","0","grey"
"TraesCS3D01G208500","18","lightgreen"
"TraesCS3D01G208600","0","grey"
"TraesCS3D01G208700","0","grey"
"TraesCS3D01G208800","3","brown"
"TraesCS3D01G208900","1","turquoise"
"TraesCS3D01G209000","0","grey"
"TraesCS3D01G209100","0","grey"
"TraesCS3D01G209200","3","brown"
"TraesCS3D01G209300","0","grey"
"TraesCS3D01G209400","32","violet"
"TraesCS3D01G209500","1","turquoise"
"TraesCS3D01G209600","6","red"
"TraesCS3D01G209700","0","grey"
"TraesCS3D01G209800","15","midnightblue"
"TraesCS3D01G209900","4","yellow"
"TraesCS3D01G210000","6","red"
"TraesCS3D01G210100","24","darkgrey"
"TraesCS3D01G210200","0","grey"
"TraesCS3D01G210300","5","green"
"TraesCS3D01G210400","1","turquoise"
"TraesCS3D01G210500","0","grey"
"TraesCS3D01G210600","3","brown"
"TraesCS3D01G210700","0","grey"
"TraesCS3D01G210800","1","turquoise"
"TraesCS3D01G210900","2","blue"
"TraesCS3D01G211000","0","grey"
"TraesCS3D01G211100","0","grey"
"TraesCS3D01G211200","2","blue"
"TraesCS3D01G211300","4","yellow"
"TraesCS3D01G211400","0","grey"
"TraesCS3D01G211500","2","blue"
"TraesCS3D01G211600","1","turquoise"
"TraesCS3D01G211700","5","green"
"TraesCS3D01G211800","0","grey"
"TraesCS3D01G211900","0","grey"
"TraesCS3D01G212000","12","tan"
"TraesCS3D01G212100","0","grey"
"TraesCS3D01G212200","6","red"
"TraesCS3D01G212300","4","yellow"
"TraesCS3D01G212400","1","turquoise"
"TraesCS3D01G212500","0","grey"
"TraesCS3D01G212600","13","salmon"
"TraesCS3D01G212700","10","purple"
"TraesCS3D01G212800","0","grey"
"TraesCS3D01G212900","5","green"
"TraesCS3D01G213000","1","turquoise"
"TraesCS3D01G213100","0","grey"
"TraesCS3D01G213200","0","grey"
"TraesCS3D01G213300","18","lightgreen"
"TraesCS3D01G213400","2","blue"
"TraesCS3D01G213600","2","blue"
"TraesCS3D01G213700","0","grey"
"TraesCS3D01G213800","0","grey"
"TraesCS3D01G213900","2","blue"
"TraesCS3D01G214000","14","cyan"
"TraesCS3D01G214100","5","green"
"TraesCS3D01G214200","1","turquoise"
"TraesCS3D01G214300","0","grey"
"TraesCS3D01G214500","2","blue"
"TraesCS3D01G214600","5","green"
"TraesCS3D01G214700","2","blue"
"TraesCS3D01G214800","0","grey"
"TraesCS3D01G215000","4","yellow"
"TraesCS3D01G215100","0","grey"
"TraesCS3D01G215200","9","magenta"
"TraesCS3D01G215300","6","red"
"TraesCS3D01G215400","0","grey"
"TraesCS3D01G215500","16","lightcyan"
"TraesCS3D01G215600","0","grey"
"TraesCS3D01G215700","0","grey"
"TraesCS3D01G215800","0","grey"
"TraesCS3D01G215900","19","lightyellow"
"TraesCS3D01G216000","0","grey"
"TraesCS3D01G216100","34","darkmagenta"
"TraesCS3D01G216200","24","darkgrey"
"TraesCS3D01G216300","4","yellow"
"TraesCS3D01G216400","8","pink"
"TraesCS3D01G216500","8","pink"
"TraesCS3D01G216600","13","salmon"
"TraesCS3D01G216700","2","blue"
"TraesCS3D01G216900","0","grey"
"TraesCS3D01G217000","14","cyan"
"TraesCS3D01G217100","2","blue"
"TraesCS3D01G217200","13","salmon"
"TraesCS3D01G217400","0","grey"
"TraesCS3D01G217500","0","grey"
"TraesCS3D01G217600","7","black"
"TraesCS3D01G217700","2","blue"
"TraesCS3D01G217800","5","green"
"TraesCS3D01G217900","0","grey"
"TraesCS3D01G218000","5","green"
"TraesCS3D01G218100","12","tan"
"TraesCS3D01G218200","0","grey"
"TraesCS3D01G218300","2","blue"
"TraesCS3D01G218400","19","lightyellow"
