"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS2A01G398500","4","yellow"
"TraesCS2A01G398600","9","magenta"
"TraesCS2A01G398700","7","black"
"TraesCS2A01G398800","25","orange"
"TraesCS2A01G398900","2","blue"
"TraesCS2A01G399000","1","turquoise"
"TraesCS2A01G399100","2","blue"
"TraesCS2A01G399200","9","magenta"
"TraesCS2A01G399300","1","turquoise"
"TraesCS2A01G399400","12","tan"
"TraesCS2A01G399500","12","tan"
"TraesCS2A01G399600","12","tan"
"TraesCS2A01G399700","3","brown"
"TraesCS2A01G399800","0","grey"
"TraesCS2A01G399900","3","brown"
"TraesCS2A01G400000","3","brown"
"TraesCS2A01G400100","1","turquoise"
"TraesCS2A01G400200","2","blue"
"TraesCS2A01G400300","18","lightgreen"
"TraesCS2A01G400400","0","grey"
"TraesCS2A01G400500","2","blue"
"TraesCS2A01G400600","0","grey"
"TraesCS2A01G400700","0","grey"
"TraesCS2A01G400800","0","grey"
"TraesCS2A01G400900","4","yellow"
"TraesCS2A01G401000","3","brown"
"TraesCS2A01G401200","8","pink"
"TraesCS2A01G401300","6","red"
"TraesCS2A01G401400","3","brown"
"TraesCS2A01G401500","0","grey"
"TraesCS2A01G401600","31","paleturquoise"
"TraesCS2A01G401700","6","red"
"TraesCS2A01G401800","1","turquoise"
"TraesCS2A01G402000","2","blue"
"TraesCS2A01G402100","0","grey"
"TraesCS2A01G402200","1","turquoise"
"TraesCS2A01G402300","0","grey"
"TraesCS2A01G402400","0","grey"
"TraesCS2A01G402500","4","yellow"
"TraesCS2A01G402600","0","grey"
"TraesCS2A01G402700","4","yellow"
"TraesCS2A01G402800","0","grey"
"TraesCS2A01G402900","10","purple"
"TraesCS2A01G403000","0","grey"
"TraesCS2A01G403100","7","black"
"TraesCS2A01G403200","0","grey"
"TraesCS2A01G403300","0","grey"
"TraesCS2A01G403400","0","grey"
"TraesCS2A01G403500","0","grey"
"TraesCS2A01G403600","14","cyan"
"TraesCS2A01G403700","0","grey"
"TraesCS2A01G403800","1","turquoise"
"TraesCS2A01G403900","4","yellow"
"TraesCS2A01G404000","2","blue"
"TraesCS2A01G404100","2","blue"
"TraesCS2A01G404200","1","turquoise"
"TraesCS2A01G404400","4","yellow"
"TraesCS2A01G404500","4","yellow"
"TraesCS2A01G404600","0","grey"
"TraesCS2A01G404700","9","magenta"
"TraesCS2A01G404800","2","blue"
"TraesCS2A01G404900","1","turquoise"
"TraesCS2A01G405000","7","black"
"TraesCS2A01G405100","0","grey"
"TraesCS2A01G405300","0","grey"
"TraesCS2A01G405400","0","grey"
"TraesCS2A01G405500","0","grey"
"TraesCS2A01G405600","0","grey"
"TraesCS2A01G405700","7","black"
"TraesCS2A01G405800","2","blue"
"TraesCS2A01G406000","0","grey"
"TraesCS2A01G406100","0","grey"
"TraesCS2A01G406200","0","grey"
"TraesCS2A01G406300","0","grey"
"TraesCS2A01G406600","13","salmon"
"TraesCS2A01G406700","0","grey"
"TraesCS2A01G406800","0","grey"
"TraesCS2A01G406900","1","turquoise"
"TraesCS2A01G407000","0","grey"
"TraesCS2A01G407100","3","brown"
"TraesCS2A01G407200","9","magenta"
"TraesCS2A01G407300","1","turquoise"
"TraesCS2A01G407400","2","blue"
"TraesCS2A01G407500","2","blue"
"TraesCS2A01G407600","0","grey"
"TraesCS2A01G407700","9","magenta"
"TraesCS2A01G407800","17","grey60"
"TraesCS2A01G407900","1","turquoise"
"TraesCS2A01G408000","9","magenta"
"TraesCS2A01G408100","2","blue"
"TraesCS2A01G408200","10","purple"
"TraesCS2A01G408500","0","grey"
"TraesCS2A01G408800","0","grey"
"TraesCS2A01G408900","0","grey"
"TraesCS2A01G409000","1","turquoise"
"TraesCS2A01G409100","2","blue"
"TraesCS2A01G409200","1","turquoise"
"TraesCS2A01G409300","0","grey"
"TraesCS2A01G409400","0","grey"
"TraesCS2A01G409500","4","yellow"
"TraesCS2A01G409600","0","grey"
"TraesCS2A01G409700","5","green"
"TraesCS2A01G409800","3","brown"
"TraesCS2A01G410000","0","grey"
"TraesCS2A01G410100","1","turquoise"
"TraesCS2A01G410200","3","brown"
"TraesCS2A01G410300","2","blue"
"TraesCS2A01G410400","1","turquoise"
"TraesCS2A01G410500","0","grey"
"TraesCS2A01G410600","6","red"
"TraesCS2A01G410700","0","grey"
"TraesCS2A01G410800","30","steelblue"
"TraesCS2A01G410900","0","grey"
"TraesCS2A01G411000","16","lightcyan"
"TraesCS2A01G411200","0","grey"
"TraesCS2A01G411300","0","grey"
"TraesCS2A01G411500","0","grey"
"TraesCS2A01G411600","0","grey"
"TraesCS2A01G411800","0","grey"
"TraesCS2A01G411900","0","grey"
"TraesCS2A01G412000","9","magenta"
"TraesCS2A01G412100","0","grey"
"TraesCS2A01G412200","21","darkred"
"TraesCS2A01G412300","0","grey"
"TraesCS2A01G412400","1","turquoise"
"TraesCS2A01G412500","25","orange"
"TraesCS2A01G412600","2","blue"
"TraesCS2A01G412700","7","black"
"TraesCS2A01G412800","19","lightyellow"
"TraesCS2A01G412900","5","green"
"TraesCS2A01G413000","3","brown"
"TraesCS2A01G413100","3","brown"
"TraesCS2A01G413200","0","grey"
"TraesCS2A01G413300","7","black"
"TraesCS2A01G413400","0","grey"
"TraesCS2A01G413500","0","grey"
"TraesCS2A01G413600","0","grey"
"TraesCS2A01G413700","5","green"
"TraesCS2A01G413800","0","grey"
"TraesCS2A01G413900","0","grey"
"TraesCS2A01G414000","4","yellow"
"TraesCS2A01G414100","0","grey"
"TraesCS2A01G414200","0","grey"
"TraesCS2A01G414300","0","grey"
"TraesCS2A01G414400","0","grey"
"TraesCS2A01G414500","1","turquoise"
"TraesCS2A01G414600","11","greenyellow"
"TraesCS2A01G414700","1","turquoise"
"TraesCS2A01G414800","7","black"
"TraesCS2A01G414900","0","grey"
"TraesCS2A01G415000","29","saddlebrown"
"TraesCS2A01G415100","29","saddlebrown"
"TraesCS2A01G415200","0","grey"
"TraesCS2A01G415300","7","black"
"TraesCS2A01G415400","0","grey"
"TraesCS2A01G415500","6","red"
"TraesCS2A01G415600","1","turquoise"
"TraesCS2A01G415700","1","turquoise"
"TraesCS2A01G415800","4","yellow"
"TraesCS2A01G415900","11","greenyellow"
"TraesCS2A01G416000","0","grey"
"TraesCS2A01G416100","0","grey"
"TraesCS2A01G416300","0","grey"
"TraesCS2A01G416400","4","yellow"
"TraesCS2A01G416500","13","salmon"
"TraesCS2A01G416600","3","brown"
"TraesCS2A01G416700","1","turquoise"
"TraesCS2A01G416900","1","turquoise"
"TraesCS2A01G417000","4","yellow"
"TraesCS2A01G417100","0","grey"
"TraesCS2A01G417200","0","grey"
"TraesCS2A01G417300","3","brown"
"TraesCS2A01G417500","0","grey"
"TraesCS2A01G417600","2","blue"
"TraesCS2A01G417700","2","blue"
"TraesCS2A01G417800","0","grey"
"TraesCS2A01G417900","2","blue"
"TraesCS2A01G418000","0","grey"
"TraesCS2A01G418100","0","grey"
"TraesCS2A01G418200","1","turquoise"
"TraesCS2A01G418300","3","brown"
"TraesCS2A01G418400","9","magenta"
"TraesCS2A01G418500","0","grey"
"TraesCS2A01G418700","0","grey"
"TraesCS2A01G418800","0","grey"
"TraesCS2A01G418900","0","grey"
"TraesCS2A01G419000","34","darkmagenta"
"TraesCS2A01G419100","17","grey60"
"TraesCS2A01G419200","4","yellow"
"TraesCS2A01G419400","7","black"
"TraesCS2A01G419500","1","turquoise"
"TraesCS2A01G419600","0","grey"
"TraesCS2A01G419800","0","grey"
"TraesCS2A01G419900","10","purple"
"TraesCS2A01G420000","1","turquoise"
"TraesCS2A01G420100","6","red"
"TraesCS2A01G420200","4","yellow"
"TraesCS2A01G420300","2","blue"
"TraesCS2A01G420400","4","yellow"
"TraesCS2A01G420500","0","grey"
"TraesCS2A01G420600","1","turquoise"
"TraesCS2A01G420700","12","tan"
"TraesCS2A01G420800","24","darkgrey"
"TraesCS2A01G420900","20","royalblue"
"TraesCS2A01G421100","0","grey"
"TraesCS2A01G421200","0","grey"
"TraesCS2A01G421300","0","grey"
"TraesCS2A01G421400","1","turquoise"
"TraesCS2A01G421500","0","grey"
"TraesCS2A01G421600","0","grey"
"TraesCS2A01G421700","0","grey"
"TraesCS2A01G421800","0","grey"
"TraesCS2A01G421900","0","grey"
"TraesCS2A01G422100","0","grey"
"TraesCS2A01G422300","0","grey"
"TraesCS2A01G422400","0","grey"
"TraesCS2A01G422500","1","turquoise"
"TraesCS2A01G422600","0","grey"
"TraesCS2A01G422700","0","grey"
"TraesCS2A01G422900","0","grey"
"TraesCS2A01G423000","0","grey"
"TraesCS2A01G423400","11","greenyellow"
"TraesCS2A01G423500","18","lightgreen"
"TraesCS2A01G423600","4","yellow"
"TraesCS2A01G423700","1","turquoise"
"TraesCS2A01G423900","4","yellow"
"TraesCS2A01G424000","4","yellow"
"TraesCS2A01G424100","0","grey"
"TraesCS2A01G424200","11","greenyellow"
"TraesCS2A01G424300","0","grey"
"TraesCS2A01G424400","0","grey"
"TraesCS2A01G424600","2","blue"
"TraesCS2A01G424700","2","blue"
"TraesCS2A01G424900","0","grey"
"TraesCS2A01G425000","14","cyan"
"TraesCS2A01G425200","29","saddlebrown"
"TraesCS2A01G425300","16","lightcyan"
"TraesCS2A01G425400","8","pink"
"TraesCS2A01G425500","1","turquoise"
"TraesCS2A01G425600","0","grey"
"TraesCS2A01G425700","19","lightyellow"
"TraesCS2A01G425800","3","brown"
"TraesCS2A01G425900","6","red"
"TraesCS2A01G426000","7","black"
"TraesCS2A01G426100","17","grey60"
"TraesCS2A01G426200","0","grey"
"TraesCS2A01G426300","0","grey"
"TraesCS2A01G426400","0","grey"
"TraesCS2A01G426600","2","blue"
"TraesCS2A01G426900","5","green"
"TraesCS2A01G427000","0","grey"
"TraesCS2A01G427100","5","green"
"TraesCS2A01G427200","0","grey"
"TraesCS2A01G427300","0","grey"
"TraesCS2A01G427400","0","grey"
"TraesCS2A01G427600","5","green"
"TraesCS2A01G427700","12","tan"
"TraesCS2A01G427800","19","lightyellow"
"TraesCS2A01G428000","19","lightyellow"
"TraesCS2A01G428100","0","grey"
"TraesCS2A01G428200","15","midnightblue"
"TraesCS2A01G428300","0","grey"
"TraesCS2A01G428400","3","brown"
"TraesCS2A01G428500","3","brown"
"TraesCS2A01G428600","0","grey"
"TraesCS2A01G428800","0","grey"
"TraesCS2A01G429000","0","grey"
"TraesCS2A01G429100","15","midnightblue"
"TraesCS2A01G429200","0","grey"
"TraesCS2A01G429400","0","grey"
"TraesCS2A01G429700","3","brown"
"TraesCS2A01G429800","19","lightyellow"
"TraesCS2A01G429900","8","pink"
"TraesCS2A01G430100","0","grey"
"TraesCS2A01G430200","0","grey"
"TraesCS2A01G430300","2","blue"
"TraesCS2A01G430400","21","darkred"
"TraesCS2A01G430500","7","black"
"TraesCS2A01G430600","11","greenyellow"
"TraesCS2A01G430700","0","grey"
"TraesCS2A01G430800","0","grey"
"TraesCS2A01G430900","10","purple"
"TraesCS2A01G431000","5","green"
"TraesCS2A01G431100","3","brown"
"TraesCS2A01G431200","20","royalblue"
"TraesCS2A01G431400","24","darkgrey"
"TraesCS2A01G431500","7","black"
"TraesCS2A01G431600","8","pink"
"TraesCS2A01G431700","0","grey"
"TraesCS2A01G431800","0","grey"
"TraesCS2A01G431900","5","green"
"TraesCS2A01G432100","0","grey"
"TraesCS2A01G432200","0","grey"
"TraesCS2A01G432300","4","yellow"
"TraesCS2A01G432400","0","grey"
"TraesCS2A01G432500","3","brown"
"TraesCS2A01G432600","6","red"
"TraesCS2A01G432700","7","black"
"TraesCS2A01G432800","1","turquoise"
"TraesCS2A01G432900","5","green"
"TraesCS2A01G433000","3","brown"
"TraesCS2A01G433100","0","grey"
"TraesCS2A01G433200","0","grey"
"TraesCS2A01G433300","0","grey"
"TraesCS2A01G433400","0","grey"
"TraesCS2A01G433500","3","brown"
"TraesCS2A01G433600","0","grey"
"TraesCS2A01G433700","0","grey"
"TraesCS2A01G433800","0","grey"
"TraesCS2A01G433900","0","grey"
"TraesCS2A01G434000","0","grey"
"TraesCS2A01G434100","0","grey"
"TraesCS2A01G434200","15","midnightblue"
"TraesCS2A01G434300","0","grey"
"TraesCS2A01G434500","1","turquoise"
"TraesCS2A01G434600","0","grey"
"TraesCS2A01G434700","0","grey"
"TraesCS2A01G434800","5","green"
"TraesCS2A01G434900","18","lightgreen"
"TraesCS2A01G435000","4","yellow"
"TraesCS2A01G435100","2","blue"
"TraesCS2A01G435300","0","grey"
"TraesCS2A01G435500","0","grey"
"TraesCS2A01G435600","0","grey"
"TraesCS2A01G435800","0","grey"
"TraesCS2A01G435900","5","green"
"TraesCS2A01G436000","0","grey"
"TraesCS2A01G436100","20","royalblue"
"TraesCS2A01G436200","2","blue"
"TraesCS2A01G436300","2","blue"
"TraesCS2A01G436500","1","turquoise"
"TraesCS2A01G436600","5","green"
"TraesCS2A01G436700","0","grey"
"TraesCS2A01G436800","1","turquoise"
"TraesCS2A01G436900","0","grey"
"TraesCS2A01G437100","0","grey"
"TraesCS2A01G437200","1","turquoise"
"TraesCS2A01G437300","0","grey"
"TraesCS2A01G437400","0","grey"
"TraesCS2A01G437500","0","grey"
"TraesCS2A01G437600","5","green"
"TraesCS2A01G437700","5","green"
"TraesCS2A01G437800","1","turquoise"
"TraesCS2A01G437900","1","turquoise"
"TraesCS2A01G438000","0","grey"
"TraesCS2A01G438100","0","grey"
"TraesCS2A01G438200","3","brown"
"TraesCS2A01G438300","3","brown"
"TraesCS2A01G438400","17","grey60"
"TraesCS2A01G438500","1","turquoise"
"TraesCS2A01G438600","0","grey"
"TraesCS2A01G438800","4","yellow"
"TraesCS2A01G438900","0","grey"
"TraesCS2A01G439200","0","grey"
"TraesCS2A01G439300","0","grey"
"TraesCS2A01G439400","3","brown"
"TraesCS2A01G439500","9","magenta"
"TraesCS2A01G439900","6","red"
"TraesCS2A01G440000","2","blue"
"TraesCS2A01G440100","0","grey"
"TraesCS2A01G440300","11","greenyellow"
"TraesCS2A01G440400","11","greenyellow"
"TraesCS2A01G440500","0","grey"
"TraesCS2A01G440600","1","turquoise"
"TraesCS2A01G440700","0","grey"
"TraesCS2A01G440800","0","grey"
"TraesCS2A01G440900","0","grey"
"TraesCS2A01G441200","0","grey"
"TraesCS2A01G441300","1","turquoise"
"TraesCS2A01G441500","0","grey"
"TraesCS2A01G441600","6","red"
"TraesCS2A01G441700","0","grey"
"TraesCS2A01G441800","0","grey"
"TraesCS2A01G442000","0","grey"
"TraesCS2A01G442200","11","greenyellow"
"TraesCS2A01G442300","0","grey"
"TraesCS2A01G442400","5","green"
"TraesCS2A01G442500","0","grey"
"TraesCS2A01G442600","0","grey"
"TraesCS2A01G442700","0","grey"
"TraesCS2A01G442800","0","grey"
"TraesCS2A01G442900","1","turquoise"
"TraesCS2A01G443000","10","purple"
"TraesCS2A01G443200","6","red"
"TraesCS2A01G443300","0","grey"
"TraesCS2A01G443400","2","blue"
"TraesCS2A01G443500","0","grey"
"TraesCS2A01G443600","3","brown"
"TraesCS2A01G443700","1","turquoise"
"TraesCS2A01G443800","9","magenta"
"TraesCS2A01G443900","4","yellow"
"TraesCS2A01G444000","7","black"
"TraesCS2A01G444100","19","lightyellow"
"TraesCS2A01G444300","0","grey"
"TraesCS2A01G444400","0","grey"
"TraesCS2A01G444600","17","grey60"
"TraesCS2A01G444900","15","midnightblue"
"TraesCS2A01G445000","2","blue"
"TraesCS2A01G445100","4","yellow"
"TraesCS2A01G445200","0","grey"
"TraesCS2A01G445300","0","grey"
"TraesCS2A01G445500","15","midnightblue"
"TraesCS2A01G445600","4","yellow"
"TraesCS2A01G445900","11","greenyellow"
"TraesCS2A01G446100","8","pink"
"TraesCS2A01G446200","8","pink"
"TraesCS2A01G446300","0","grey"
"TraesCS2A01G446500","0","grey"
"TraesCS2A01G446600","1","turquoise"
"TraesCS2A01G446700","1","turquoise"
"TraesCS2A01G446800","0","grey"
"TraesCS2A01G446900","0","grey"
"TraesCS2A01G447000","0","grey"
"TraesCS2A01G447100","0","grey"
"TraesCS2A01G447200","0","grey"
"TraesCS2A01G447300","0","grey"
"TraesCS2A01G447400","0","grey"
"TraesCS2A01G447500","0","grey"
"TraesCS2A01G447600","0","grey"
"TraesCS2A01G447700","13","salmon"
"TraesCS2A01G447800","0","grey"
"TraesCS2A01G447900","0","grey"
"TraesCS2A01G448000","7","black"
"TraesCS2A01G448200","0","grey"
"TraesCS2A01G448300","3","brown"
"TraesCS2A01G448400","1","turquoise"
"TraesCS2A01G448500","0","grey"
"TraesCS2A01G448600","4","yellow"
"TraesCS2A01G448700","15","midnightblue"
"TraesCS2A01G448800","2","blue"
"TraesCS2A01G448900","2","blue"
"TraesCS2A01G449000","0","grey"
"TraesCS2A01G449100","5","green"
"TraesCS2A01G449300","0","grey"
"TraesCS2A01G449400","0","grey"
"TraesCS2A01G449500","23","darkturquoise"
"TraesCS2A01G449600","0","grey"
"TraesCS2A01G449700","0","grey"
"TraesCS2A01G449800","0","grey"
"TraesCS2A01G449900","3","brown"
"TraesCS2A01G450000","0","grey"
"TraesCS2A01G450100","2","blue"
"TraesCS2A01G450200","2","blue"
"TraesCS2A01G450300","0","grey"
"TraesCS2A01G450400","4","yellow"
"TraesCS2A01G450500","3","brown"
"TraesCS2A01G450600","0","grey"
"TraesCS2A01G450700","2","blue"
"TraesCS2A01G450800","0","grey"
"TraesCS2A01G451000","0","grey"
"TraesCS2A01G451100","20","royalblue"
"TraesCS2A01G451200","2","blue"
"TraesCS2A01G451300","1","turquoise"
"TraesCS2A01G451400","0","grey"
"TraesCS2A01G451500","0","grey"
"TraesCS2A01G451600","11","greenyellow"
"TraesCS2A01G451900","2","blue"
"TraesCS2A01G452000","0","grey"
"TraesCS2A01G452100","2","blue"
"TraesCS2A01G452200","6","red"
"TraesCS2A01G452300","1","turquoise"
"TraesCS2A01G452400","0","grey"
"TraesCS2A01G452500","1","turquoise"
"TraesCS2A01G452600","0","grey"
"TraesCS2A01G452700","0","grey"
"TraesCS2A01G452800","0","grey"
"TraesCS2A01G453000","0","grey"
"TraesCS2A01G453200","4","yellow"
"TraesCS2A01G453300","12","tan"
"TraesCS2A01G453400","12","tan"
"TraesCS2A01G453500","0","grey"
"TraesCS2A01G453600","0","grey"
"TraesCS2A01G453700","1","turquoise"
"TraesCS2A01G453800","14","cyan"
"TraesCS2A01G453900","23","darkturquoise"
"TraesCS2A01G454000","7","black"
"TraesCS2A01G454200","0","grey"
"TraesCS2A01G454300","15","midnightblue"
"TraesCS2A01G454400","0","grey"
"TraesCS2A01G454500","0","grey"
"TraesCS2A01G454600","0","grey"
"TraesCS2A01G454700","15","midnightblue"
"TraesCS2A01G454800","14","cyan"
"TraesCS2A01G454900","5","green"
"TraesCS2A01G455000","4","yellow"
"TraesCS2A01G455100","13","salmon"
"TraesCS2A01G455200","1","turquoise"
"TraesCS2A01G455300","2","blue"
"TraesCS2A01G455400","0","grey"
"TraesCS2A01G455600","3","brown"
"TraesCS2A01G455700","5","green"
"TraesCS2A01G455800","5","green"
"TraesCS2A01G455900","13","salmon"
"TraesCS2A01G456000","4","yellow"
"TraesCS2A01G456100","3","brown"
"TraesCS2A01G456200","1","turquoise"
"TraesCS2A01G456300","22","darkgreen"
"TraesCS2A01G456600","38","plum1"
"TraesCS2A01G456700","2","blue"
"TraesCS2A01G456800","16","lightcyan"
"TraesCS2A01G456900","3","brown"
"TraesCS2A01G457000","0","grey"
"TraesCS2A01G457100","4","yellow"
"TraesCS2A01G457200","6","red"
"TraesCS2A01G457300","6","red"
"TraesCS2A01G457400","1","turquoise"
"TraesCS2A01G457500","0","grey"
"TraesCS2A01G457600","1","turquoise"
"TraesCS2A01G457700","12","tan"
"TraesCS2A01G457800","0","grey"
"TraesCS2A01G457900","3","brown"
"TraesCS2A01G458000","0","grey"
"TraesCS2A01G458100","0","grey"
"TraesCS2A01G458200","0","grey"
"TraesCS2A01G458300","0","grey"
"TraesCS2A01G458400","5","green"
"TraesCS2A01G458500","0","grey"
"TraesCS2A01G458600","8","pink"
"TraesCS2A01G458800","8","pink"
"TraesCS2A01G458900","0","grey"
"TraesCS2A01G459000","6","red"
"TraesCS2A01G459100","0","grey"
"TraesCS2A01G459300","1","turquoise"
"TraesCS2A01G459400","0","grey"
"TraesCS2A01G459500","1","turquoise"
"TraesCS2A01G459600","1","turquoise"
"TraesCS2A01G459700","1","turquoise"
"TraesCS2A01G459800","0","grey"
"TraesCS2A01G459900","0","grey"
"TraesCS2A01G460000","4","yellow"
"TraesCS2A01G460100","6","red"
"TraesCS2A01G460200","0","grey"
"TraesCS2A01G460400","3","brown"
"TraesCS2A01G460500","0","grey"
"TraesCS2A01G460600","5","green"
"TraesCS2A01G460700","2","blue"
"TraesCS2A01G460800","2","blue"
"TraesCS2A01G461000","0","grey"
"TraesCS2A01G461100","0","grey"
"TraesCS2A01G461200","0","grey"
"TraesCS2A01G461300","4","yellow"
"TraesCS2A01G461500","11","greenyellow"
"TraesCS2A01G461600","0","grey"
"TraesCS2A01G461700","0","grey"
"TraesCS2A01G461800","3","brown"
"TraesCS2A01G461900","3","brown"
"TraesCS2A01G462100","6","red"
"TraesCS2A01G462300","1","turquoise"
"TraesCS2A01G462400","2","blue"
"TraesCS2A01G462500","0","grey"
"TraesCS2A01G462600","2","blue"
"TraesCS2A01G462700","3","brown"
"TraesCS2A01G462900","6","red"
"TraesCS2A01G463000","2","blue"
"TraesCS2A01G463100","0","grey"
"TraesCS2A01G463200","2","blue"
"TraesCS2A01G463300","0","grey"
"TraesCS2A01G463500","2","blue"
"TraesCS2A01G463700","0","grey"
"TraesCS2A01G463800","0","grey"
"TraesCS2A01G463900","1","turquoise"
"TraesCS2A01G464000","2","blue"
"TraesCS2A01G464100","1","turquoise"
"TraesCS2A01G464200","0","grey"
"TraesCS2A01G464300","0","grey"
"TraesCS2A01G464400","1","turquoise"
"TraesCS2A01G464500","1","turquoise"
"TraesCS2A01G464600","1","turquoise"
"TraesCS2A01G464700","0","grey"
"TraesCS2A01G464800","3","brown"
"TraesCS2A01G464900","10","purple"
"TraesCS2A01G465000","1","turquoise"
"TraesCS2A01G465100","0","grey"
"TraesCS2A01G465200","0","grey"
"TraesCS2A01G465300","0","grey"
"TraesCS2A01G465400","20","royalblue"
"TraesCS2A01G465600","0","grey"
"TraesCS2A01G465700","15","midnightblue"
"TraesCS2A01G465800","2","blue"
"TraesCS2A01G465900","0","grey"
"TraesCS2A01G466000","0","grey"
"TraesCS2A01G466100","0","grey"
"TraesCS2A01G466300","0","grey"
"TraesCS2A01G466400","0","grey"
"TraesCS2A01G466600","0","grey"
"TraesCS2A01G466700","0","grey"
"TraesCS2A01G466800","0","grey"
"TraesCS2A01G466900","10","purple"
"TraesCS2A01G467000","2","blue"
"TraesCS2A01G467100","11","greenyellow"
"TraesCS2A01G467200","11","greenyellow"
"TraesCS2A01G467300","1","turquoise"
"TraesCS2A01G467400","0","grey"
"TraesCS2A01G467500","2","blue"
"TraesCS2A01G467600","20","royalblue"
"TraesCS2A01G467700","0","grey"
"TraesCS2A01G467800","4","yellow"
"TraesCS2A01G467900","5","green"
"TraesCS2A01G468000","0","grey"
"TraesCS2A01G468100","0","grey"
"TraesCS2A01G468200","0","grey"
"TraesCS2A01G468300","24","darkgrey"
"TraesCS2A01G468400","0","grey"
"TraesCS2A01G468500","0","grey"
"TraesCS2A01G468700","1","turquoise"
"TraesCS2A01G468800","5","green"
"TraesCS2A01G468900","0","grey"
"TraesCS2A01G469000","0","grey"
"TraesCS2A01G469100","2","blue"
"TraesCS2A01G469200","0","grey"
"TraesCS2A01G469300","2","blue"
"TraesCS2A01G469400","2","blue"
"TraesCS2A01G469900","3","brown"
"TraesCS2A01G470100","2","blue"
"TraesCS2A01G470400","15","midnightblue"
"TraesCS2A01G470500","0","grey"
"TraesCS2A01G470700","0","grey"
"TraesCS2A01G470800","27","white"
"TraesCS2A01G471300","8","pink"
"TraesCS2A01G471500","2","blue"
"TraesCS2A01G471600","9","magenta"
"TraesCS2A01G471700","0","grey"
"TraesCS2A01G472000","0","grey"
"TraesCS2A01G472100","0","grey"
"TraesCS2A01G472200","0","grey"
"TraesCS2A01G472700","17","grey60"
"TraesCS2A01G472800","0","grey"
